interest,bought_sim,bought_same,clicked,searched,adv,buy,buy_CF
0,0,0,0,0,0,0.34,0.7
0,0,0,0,0,0,0.48,0.56
1,1,0,1,1,1,0.88,0.52
0,1,0,0,0,0,0.32,0.66
0,0,0,0,0,0,0.38,0.6
1,1,0,1,0,1,0.92,0.76
1,1,0,1,1,1,0.9,0.72
0,0,0,0,0,0,0.4,0.8
0,1,0,0,0,0,0.44,0.7
0,0,0,0,0,0,0.42,0.66
0,1,0,0,0,0,0.38,0.72
0,0,0,0,0,0,0.28,0.64
1,1,0,1,1,1,0.88,0.42
0,0,0,0,0,0,0.42,0.72
0,0,0,0,0,0,0.3,0.72
0,0,0,1,0,0,0.36,0.74
0,0,0,0,0,0,0.36,0.56
0,0,0,0,0,0,0.38,0.82
0,1,0,0,0,1,0.72,0.4
0,1,1,0,0,0,0.42,0.7
1,1,0,1,1,1,0.9,0.78
0,0,0,0,0,0,0.4,0.56
0,0,0,0,0,0,0.32,0.8
0,0,0,0,1,0,0.36,0.74
1,1,1,1,1,1,0.92,0.64
1,0,1,0,1,1,0.9,0.78
0,0,0,0,0,0,0.42,0.76
0,0,0,0,0,0,0.32,0.62
0,0,0,0,0,0,0.54,0.78
0,0,0,0,1,0,0.32,0.72
0,0,0,0,1,0,0.4,0.7
0,1,0,1,1,0,0.56,0.7
0,0,0,1,0,0,0.32,0.76
1,0,1,0,1,0,0.6,0.92
0,0,0,0,0,0,0.54,0.7
1,1,1,0,1,1,0.88,0.46
0,0,0,0,0,0,0.22,0.74
0,0,0,0,0,0,0.34,0.66
0,1,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.5,0.66
0,0,0,0,0,0,0.4,0.72
0,1,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.42,0.78
0,0,0,1,0,0,0.36,0.64
1,0,0,0,1,1,0.94,0.66
0,0,0,0,0,0,0.38,0.74
1,0,0,1,1,1,0.92,0.68
0,0,0,0,0,0,0.44,0.74
0,0,0,0,0,0,0.42,0.68
1,1,0,1,1,1,0.88,0.74
1,1,1,1,1,1,0.92,0.7
0,0,0,0,0,0,0.46,0.74
0,1,0,0,0,0,0.36,0.64
0,0,0,0,0,0,0.48,0.7
0,1,1,1,0,0,0.36,0.72
1,1,0,1,1,1,0.92,0.66
0,0,0,0,0,0,0.44,0.74
1,1,0,1,1,1,0.88,0.66
0,0,0,0,0,0,0.38,0.68
0,1,0,0,0,0,0.44,0.56
0,0,0,0,0,0,0.36,0.82
1,1,1,1,1,1,0.88,0.62
0,0,0,0,0,0,0.3,0.74
0,0,0,1,0,0,0.36,0.74
0,1,0,0,0,0,0.32,0.78
0,0,0,1,0,0,0.32,0.8
1,1,1,1,0,1,0.76,0.64
1,0,1,1,1,1,0.9,0.52
0,0,0,0,0,0,0.38,0.74
0,0,0,1,0,0,0.38,0.64
1,1,1,0,1,0,0.68,0.96
0,1,0,0,0,0,0.48,0.62
0,0,0,0,0,0,0.34,0.78
0,0,0,1,1,1,0.7,0.44
0,0,1,0,0,0,0.38,0.7
0,1,0,0,0,0,0.38,0.7
1,0,0,1,0,0,0.54,0.96
1,0,0,1,1,1,0.88,0.62
0,0,1,0,0,0,0.38,0.62
1,1,0,1,1,1,0.86,0.56
0,0,0,0,0,0,0.36,0.64
0,0,0,0,0,0,0.44,0.66
0,0,0,0,0,0,0.4,0.76
1,1,1,1,1,1,0.86,0.62
1,1,1,1,1,1,0.94,0.7
0,0,0,1,1,0,0.3,0.88
1,0,0,1,1,1,0.92,0.62
1,0,0,1,1,0,0.66,0.94
1,1,0,1,1,1,0.94,0.6
0,0,0,0,0,0,0.44,0.68
0,1,0,0,0,0,0.42,0.68
1,1,0,1,1,1,0.92,0.52
0,0,0,0,0,0,0.44,0.58
0,1,0,0,0,0,0.36,0.74
0,0,0,0,0,0,0.54,0.86
1,0,1,0,1,1,0.88,0.66
1,1,1,1,1,1,0.98,0.64
0,0,0,0,0,0,0.38,0.76
1,1,0,0,1,1,0.9,0.52
1,0,1,1,0,1,0.92,0.62
0,0,1,0,0,0,0.26,0.66
1,0,0,1,1,1,0.86,0.7
0,0,0,0,0,0,0.36,0.62
0,0,0,0,0,0,0.42,0.7
1,1,1,1,1,1,0.9,0.72
0,1,0,0,0,0,0.36,0.54
0,0,0,0,0,0,0.26,0.64
0,0,0,1,0,1,0.7,0.28
0,0,1,0,0,0,0.24,0.74
1,1,0,1,1,1,0.86,0.56
0,0,0,0,0,0,0.3,0.66
0,0,0,0,0,0,0.5,0.7
0,0,0,0,0,1,0.64,0.52
0,0,0,0,1,1,0.78,0.46
0,0,1,0,0,1,0.68,0.42
1,0,1,1,1,1,0.92,0.54
0,1,0,0,0,0,0.42,0.64
0,1,0,0,0,0,0.32,0.76
0,1,0,0,0,0,0.48,0.74
0,0,0,0,0,0,0.42,0.64
0,0,0,0,0,0,0.28,0.58
0,0,0,0,0,0,0.46,0.7
1,1,1,1,1,1,0.88,0.7
0,0,0,0,0,0,0.36,0.74
0,0,1,1,0,0,0.46,0.7
1,1,0,1,1,1,0.84,0.74
0,0,0,0,0,0,0.38,0.76
1,1,0,0,0,0,0.6,0.94
1,1,0,1,1,1,0.94,0.6
0,0,1,0,0,0,0.44,0.72
0,1,0,0,0,0,0.38,0.64
0,0,1,0,1,0,0.4,0.68
0,0,0,0,0,0,0.48,0.72
0,0,0,0,0,0,0.44,0.68
0,0,0,0,0,0,0.34,0.78
1,1,1,1,1,1,0.9,0.66
0,0,1,1,1,0,0.44,0.64
0,0,0,0,0,0,0.38,0.72
0,0,0,0,0,0,0.44,0.76
0,0,0,0,0,1,0.66,0.38
0,0,0,0,0,0,0.4,0.78
1,1,1,1,1,1,0.84,0.6
0,0,1,0,0,0,0.4,0.74
1,1,1,0,1,1,0.9,0.58
1,1,0,1,1,1,0.84,0.68
0,0,0,0,0,0,0.42,0.78
0,0,0,0,0,0,0.4,0.72
1,0,0,1,1,1,0.92,0.68
0,0,0,0,1,0,0.4,0.76
0,0,0,0,1,0,0.4,0.72
0,0,0,0,0,1,0.76,0.24
0,0,1,0,1,1,0.8,0.28
0,0,0,0,0,0,0.42,0.7
1,0,1,1,0,1,0.94,0.62
0,0,1,0,0,1,0.8,0.46
0,0,0,0,1,0,0.38,0.66
0,0,0,0,0,0,0.34,0.7
0,1,0,1,0,0,0.46,0.72
0,0,0,0,0,0,0.3,0.66
0,0,0,0,0,0,0.46,0.72
0,0,1,0,0,0,0.38,0.74
0,0,0,1,0,0,0.34,0.6
0,0,0,0,0,0,0.32,0.74
0,0,0,0,0,0,0.42,0.68
0,1,0,0,0,0,0.22,0.66
0,0,0,0,0,0,0.48,0.64
0,1,0,0,0,1,0.66,0.44
1,0,0,0,0,1,0.96,0.66
1,1,0,1,1,1,0.88,0.6
0,0,1,0,0,0,0.44,0.66
0,0,1,0,0,0,0.5,0.68
0,0,0,0,0,0,0.44,0.66
0,0,0,0,1,0,0.42,0.7
1,0,1,0,1,1,0.9,0.58
0,0,0,0,0,0,0.34,0.74
0,0,0,0,0,0,0.36,0.74
1,0,0,1,1,1,0.88,0.62
0,1,0,0,0,0,0.42,0.8
0,0,0,0,0,0,0.44,0.76
0,0,0,0,0,0,0.44,0.58
0,0,0,0,0,0,0.48,0.74
0,0,0,0,0,0,0.34,0.66
0,1,0,0,0,0,0.36,0.6
0,1,0,0,0,1,0.82,0.38
0,0,0,0,1,0,0.38,0.68
0,0,0,0,0,0,0.42,0.66
1,1,0,1,0,1,0.86,0.74
1,0,0,1,0,0,0.7,0.94
0,0,0,0,0,0,0.42,0.74
0,0,1,0,0,0,0.38,0.54
1,0,0,1,1,1,0.88,0.58
0,0,0,0,0,0,0.32,0.6
0,0,0,0,0,0,0.4,0.7
0,1,0,1,1,0,0.32,0.8
0,0,1,0,0,0,0.5,0.74
1,1,0,1,1,1,0.92,0.68
0,1,0,0,0,0,0.42,0.76
1,1,0,0,0,1,0.92,0.66
0,0,0,0,0,0,0.3,0.6
1,1,0,0,0,1,0.92,0.7
1,1,1,1,1,1,0.86,0.68
0,0,0,0,0,0,0.3,0.6
0,0,1,0,0,0,0.38,0.72
0,0,0,0,0,0,0.44,0.66
0,0,0,0,0,0,0.32,0.7
0,0,0,0,0,0,0.44,0.68
0,0,0,0,0,0,0.38,0.82
0,0,0,0,0,0,0.26,0.7
1,0,1,1,1,1,0.86,0.68
0,0,0,0,0,0,0.38,0.64
0,0,0,0,0,0,0.46,0.64
0,0,0,0,0,0,0.56,0.7
0,0,0,0,0,0,0.32,0.74
0,0,0,0,0,0,0.34,0.76
0,0,0,0,0,0,0.34,0.68
0,0,0,0,0,0,0.5,0.68
0,0,0,0,0,0,0.4,0.76
1,1,1,0,1,1,0.94,0.78
1,1,0,1,1,1,0.9,0.78
1,1,0,1,1,0,0.7,0.94
1,1,0,1,1,1,0.9,0.66
0,0,1,0,0,0,0.36,0.72
1,1,0,1,1,1,0.88,0.78
0,0,0,0,0,0,0.56,0.52
0,0,0,0,0,0,0.4,0.62
0,0,0,0,0,0,0.48,0.66
0,0,0,0,0,0,0.46,0.74
0,0,0,1,0,0,0.34,0.7
0,0,0,0,0,0,0.36,0.78
0,0,0,0,0,1,0.68,0.36
1,1,0,1,1,1,0.98,0.78
1,0,1,1,0,1,0.92,0.6
0,0,0,0,0,0,0.38,0.78
0,1,0,0,0,0,0.58,0.84
0,1,0,1,0,0,0.4,0.7
0,1,0,0,0,0,0.38,0.76
0,0,1,1,0,0,0.42,0.64
0,0,0,0,0,0,0.52,0.62
0,0,0,0,0,1,0.64,0.42
0,1,0,1,0,0,0.56,0.68
1,0,1,1,0,1,0.74,0.62
0,0,0,0,0,0,0.28,0.76
0,0,1,0,0,0,0.38,0.78
1,1,0,0,1,1,0.9,0.64
0,0,0,0,0,0,0.46,0.76
1,1,1,0,1,1,0.86,0.6
1,0,1,0,1,1,0.82,0.72
0,0,0,0,0,0,0.28,0.62
1,1,0,0,1,1,0.92,0.7
0,1,0,0,1,0,0.42,0.72
0,0,0,0,0,0,0.42,0.74
1,0,0,1,1,1,0.92,0.68
0,0,0,0,0,0,0.4,0.68
0,0,0,0,0,0,0.44,0.78
0,1,1,0,0,0,0.46,0.64
1,1,1,1,0,1,0.9,0.64
1,1,1,1,1,0,0.7,0.9
0,0,0,0,0,0,0.48,0.7
0,1,0,0,0,1,0.56,0.52
0,0,0,0,0,1,0.62,0.36
0,0,1,0,0,1,0.78,0.46
0,0,0,1,0,0,0.44,0.56
0,0,1,1,0,0,0.36,0.72
1,1,1,0,1,1,0.92,0.78
0,0,0,0,0,0,0.4,0.66
0,0,0,0,0,0,0.4,0.72
1,0,0,0,1,1,0.9,0.64
1,1,0,0,1,1,0.96,0.64
0,0,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.4,0.78
1,0,0,1,0,1,0.86,0.68
0,0,0,0,0,0,0.36,0.7
0,0,0,0,0,0,0.46,0.76
1,0,0,1,1,1,0.86,0.7
1,1,0,1,1,1,0.84,0.56
0,0,0,0,0,0,0.34,0.78
0,0,0,1,0,0,0.38,0.72
1,1,0,0,1,1,0.88,0.58
0,0,0,0,0,0,0.34,0.78
0,0,1,0,0,0,0.34,0.74
0,0,0,0,0,0,0.42,0.78
0,0,0,0,1,1,0.8,0.46
1,0,1,1,0,1,0.9,0.56
0,0,0,0,0,0,0.38,0.82
0,0,0,0,1,0,0.32,0.64
0,0,1,0,0,0,0.42,0.78
1,1,0,0,1,1,0.88,0.68
0,0,1,0,0,1,0.84,0.4
0,1,1,0,0,0,0.4,0.6
0,1,0,0,0,0,0.32,0.64
0,0,0,0,0,0,0.36,0.72
0,0,0,0,0,0,0.44,0.6
0,0,0,0,0,0,0.36,0.66
1,1,0,1,1,1,1,0.66
0,0,0,0,0,0,0.32,0.78
1,1,0,1,1,1,0.92,0.7
0,0,0,0,0,0,0.42,0.72
0,0,0,0,0,1,0.84,0.42
0,0,0,0,0,0,0.38,0.7
1,1,1,1,1,0,0.52,0.86
1,0,0,1,1,1,0.98,0.7
1,0,0,1,1,1,0.88,0.64
0,1,1,0,0,0,0.42,0.74
0,1,0,0,0,0,0.42,0.62
0,0,0,0,0,0,0.5,0.62
0,0,0,0,0,0,0.52,0.72
0,0,0,0,0,0,0.56,0.78
1,1,1,0,1,1,0.92,0.72
1,0,1,0,1,1,0.82,0.7
0,0,0,0,0,0,0.4,0.8
1,1,0,1,0,1,0.96,0.68
1,0,0,1,0,1,0.96,0.58
1,1,0,1,0,1,0.88,0.64
1,0,0,1,0,1,0.86,0.7
1,1,0,1,1,1,0.9,0.62
0,1,0,1,0,0,0.42,0.62
1,0,0,1,1,0,0.72,0.76
0,0,0,0,1,0,0.38,0.74
0,0,0,0,0,0,0.44,0.68
0,0,0,1,0,0,0.34,0.64
1,1,1,1,0,1,0.88,0.64
0,1,0,0,0,0,0.32,0.7
0,1,0,0,0,0,0.46,0.64
1,0,0,0,1,1,0.92,0.66
1,1,0,1,0,1,0.92,0.68
0,0,0,0,0,0,0.38,0.78
0,0,0,0,1,0,0.5,0.62
0,1,0,0,0,0,0.38,0.7
0,0,0,0,0,0,0.46,0.66
1,1,1,1,1,1,0.94,0.68
0,0,0,0,0,0,0.36,0.74
0,1,0,0,0,0,0.34,0.56
1,1,0,1,0,1,0.92,0.6
0,0,1,0,0,0,0.6,0.72
1,0,0,1,0,1,0.86,0.68
0,0,0,0,0,1,0.76,0.48
0,1,0,0,0,0,0.34,0.66
0,0,0,0,0,0,0.34,0.54
0,1,0,0,0,0,0.36,0.7
0,0,0,0,0,0,0.38,0.66
1,0,0,0,1,1,0.9,0.52
1,1,0,1,0,1,0.92,0.74
0,1,0,0,0,0,0.38,0.72
1,0,1,0,1,1,0.92,0.52
0,0,0,1,0,0,0.32,0.78
0,0,0,0,0,0,0.52,0.64
0,0,0,0,0,0,0.44,0.8
0,0,0,0,0,0,0.38,0.72
0,1,0,0,0,0,0.26,0.72
0,0,0,0,0,0,0.28,0.78
0,0,0,0,0,0,0.42,0.74
0,0,1,1,0,0,0.38,0.68
1,1,1,0,1,1,0.98,0.64
0,0,0,0,0,0,0.4,0.76
0,0,1,0,0,0,0.36,0.72
1,1,1,0,1,1,0.92,0.58
0,0,0,1,0,0,0.44,0.82
1,0,0,1,1,1,0.94,0.64
0,0,1,0,1,0,0.24,0.74
1,1,0,1,1,0,0.7,0.9
0,0,0,0,0,0,0.48,0.66
1,0,0,1,0,1,0.86,0.76
1,1,1,0,0,1,0.92,0.64
1,1,1,1,1,1,0.88,0.62
0,0,1,0,0,0,0.34,0.76
1,1,1,1,1,1,0.88,0.64
1,0,1,1,0,1,0.88,0.7
0,0,0,0,0,0,0.42,0.62
1,1,0,1,1,0,0.7,0.94
0,0,0,1,0,0,0.44,0.7
0,0,0,0,1,0,0.46,0.78
0,0,0,0,0,0,0.5,0.82
1,1,1,0,1,1,0.82,0.7
0,0,0,1,0,1,0.7,0.34
0,0,1,0,0,0,0.4,0.72
0,0,0,0,0,0,0.5,0.74
0,0,0,0,0,0,0.4,0.72
0,1,0,0,0,0,0.54,0.76
0,0,0,0,0,0,0.48,0.74
0,0,0,0,0,0,0.48,0.7
0,1,0,0,0,0,0.42,0.68
0,0,0,0,0,0,0.36,0.72
0,0,0,0,0,0,0.48,0.72
0,0,0,0,0,0,0.44,0.66
1,1,0,1,1,1,0.9,0.66
0,1,0,0,0,0,0.5,0.7
0,0,0,0,1,0,0.46,0.7
0,0,0,0,0,1,0.68,0.38
0,0,0,0,0,0,0.46,0.64
0,0,0,0,0,0,0.36,0.68
1,0,0,1,1,1,0.9,0.78
0,1,0,0,0,0,0.38,0.72
0,0,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.44,0.66
0,0,0,0,1,0,0.38,0.7
0,0,0,0,0,0,0.42,0.68
0,0,0,0,0,0,0.38,0.66
0,1,0,0,0,0,0.46,0.68
0,0,0,0,0,0,0.42,0.76
0,0,0,0,0,0,0.4,0.68
1,0,1,0,1,1,0.84,0.72
0,0,0,0,0,0,0.38,0.56
0,0,0,0,0,1,0.74,0.36
0,0,1,0,0,0,0.44,0.62
1,1,1,1,1,1,0.96,0.6
0,0,0,0,0,0,0.34,0.68
1,1,1,0,1,1,0.94,0.62
0,0,0,0,0,0,0.52,0.66
0,0,0,0,0,0,0.38,0.7
0,1,0,0,0,0,0.36,0.66
0,0,0,0,0,0,0.26,0.74
0,1,0,0,0,0,0.4,0.64
0,1,0,0,0,0,0.5,0.7
1,1,1,1,1,1,0.9,0.7
1,1,1,0,0,1,0.92,0.64
0,1,0,0,0,0,0.36,0.68
1,0,0,0,0,1,0.94,0.66
1,1,0,0,1,1,0.9,0.74
0,1,0,0,0,0,0.32,0.76
0,0,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.26,0.7
0,0,0,1,0,0,0.48,0.6
1,0,0,1,1,1,0.92,0.72
0,0,0,0,0,1,0.7,0.46
0,0,1,0,0,0,0.32,0.78
1,1,0,1,1,1,0.84,0.64
1,1,1,1,1,1,0.92,0.7
0,1,0,0,0,0,0.24,0.78
0,1,0,0,0,0,0.48,0.66
0,0,1,1,0,0,0.42,0.68
0,1,0,0,1,0,0.38,0.66
0,0,0,0,0,0,0.44,0.66
0,1,0,0,0,0,0.4,0.58
1,1,0,1,1,1,0.86,0.58
0,0,0,0,0,1,0.72,0.3
1,0,0,1,1,1,0.88,0.68
1,1,1,1,1,1,0.92,0.7
1,1,0,1,0,1,0.9,0.68
0,1,0,0,0,0,0.28,0.76
1,0,0,0,1,1,0.88,0.68
1,0,0,1,1,1,0.94,0.7
0,0,0,0,0,0,0.48,0.76
0,1,0,1,1,0,0.44,0.76
0,0,0,0,0,0,0.52,0.76
0,0,0,0,0,0,0.48,0.78
0,0,0,1,0,0,0.4,0.68
1,1,0,0,0,1,0.84,0.7
0,0,0,0,0,0,0.44,0.64
0,1,0,0,0,0,0.36,0.78
1,1,0,1,1,0,0.66,0.9
0,0,0,0,0,0,0.46,0.74
0,0,0,0,0,1,0.68,0.5
0,0,0,0,0,0,0.4,0.66
0,0,0,0,0,0,0.42,0.62
0,0,0,0,0,1,0.66,0.36
0,1,0,0,0,0,0.5,0.74
0,0,0,0,0,0,0.38,0.82
0,0,0,1,0,0,0.4,0.76
1,0,1,1,1,1,0.9,0.62
1,1,0,1,1,1,0.86,0.62
0,0,0,0,0,0,0.42,0.6
1,1,0,1,1,1,0.88,0.66
1,0,0,0,1,1,0.94,0.52
0,0,0,0,0,1,0.56,0.24
1,1,0,1,1,1,0.84,0.7
0,0,0,0,0,1,0.72,0.52
1,0,0,1,1,1,0.92,0.68
0,0,1,0,0,0,0.46,0.66
0,1,0,0,0,0,0.44,0.76
0,0,0,0,0,0,0.28,0.78
0,0,0,1,0,1,0.76,0.46
0,0,0,0,0,0,0.36,0.7
0,0,1,0,0,0,0.5,0.7
0,0,0,0,0,0,0.36,0.7
0,1,0,0,0,0,0.5,0.66
0,0,0,0,0,0,0.42,0.68
0,0,0,0,0,0,0.36,0.74
0,0,0,0,0,0,0.42,0.7
1,1,1,0,1,0,0.72,0.94
0,1,0,0,0,0,0.52,0.7
0,0,1,0,0,0,0.48,0.74
0,1,0,0,0,0,0.32,0.86
1,1,0,1,1,1,0.9,0.68
1,1,0,1,1,1,0.84,0.68
1,1,1,0,1,1,0.88,0.78
1,1,0,0,1,0,0.64,0.94
0,0,0,0,0,0,0.48,0.66
1,0,1,1,1,1,0.94,0.82
1,0,0,1,1,1,0.92,0.58
0,1,0,1,0,0,0.54,0.78
0,0,0,0,0,0,0.4,0.68
0,1,0,0,0,0,0.34,0.74
1,1,0,1,1,1,0.82,0.72
0,0,0,0,0,0,0.38,0.6
0,0,0,0,0,0,0.32,0.76
0,0,0,0,0,0,0.42,0.66
1,1,1,1,1,0,0.68,0.94
1,1,1,1,1,1,0.94,0.64
0,1,0,0,0,1,0.68,0.46
0,0,0,0,0,1,0.64,0.42
0,0,1,0,0,1,0.76,0.34
0,0,0,0,0,0,0.5,0.7
0,0,0,0,0,0,0.28,0.72
0,0,0,0,0,0,0.44,0.68
1,0,0,1,1,1,0.92,0.6
0,0,0,0,0,0,0.32,0.7
1,1,1,1,1,1,0.92,0.44
0,1,0,0,0,0,0.42,0.7
0,0,0,0,0,0,0.28,0.72
0,1,0,0,0,0,0.48,0.64
0,0,0,0,0,0,0.42,0.66
1,0,1,1,1,1,0.92,0.72
1,0,1,1,1,1,0.84,0.64
1,1,0,0,1,1,0.78,0.6
0,0,1,0,0,1,0.76,0.3
0,0,0,0,0,0,0.36,0.76
0,0,0,0,0,0,0.36,0.64
0,1,0,0,0,0,0.34,0.62
1,1,0,1,1,1,0.82,0.68
1,0,0,1,1,1,0.96,0.72
1,0,1,1,1,1,0.96,0.66
0,1,0,0,0,0,0.42,0.78
0,0,1,0,0,0,0.44,0.62
0,1,0,0,0,1,0.68,0.48
0,0,0,0,0,0,0.38,0.62
0,0,0,0,0,0,0.42,0.78
1,0,1,0,1,1,0.92,0.74
0,1,0,0,0,0,0.4,0.7
0,1,0,0,1,0,0.46,0.76
0,0,0,0,0,0,0.24,0.66
0,0,0,0,1,0,0.34,0.68
0,0,0,1,0,0,0.44,0.72
1,0,1,1,1,1,0.94,0.7
1,1,0,1,0,0,0.64,0.88
0,0,0,0,0,0,0.16,0.62
0,0,0,0,0,0,0.42,0.66
0,1,0,0,0,0,0.46,0.58
0,0,0,0,0,0,0.38,0.76
0,1,0,0,0,0,0.5,0.68
0,0,0,0,0,0,0.38,0.72
0,0,0,0,0,0,0.36,0.78
0,0,1,0,0,0,0.36,0.66
1,1,1,1,1,1,0.92,0.6
0,0,0,1,0,0,0.36,0.72
0,0,0,0,0,0,0.36,0.74
1,1,0,0,1,0,0.72,0.94
0,0,0,0,0,0,0.32,0.64
1,1,1,0,1,1,0.82,0.72
0,0,0,0,0,0,0.54,0.66
1,1,0,1,1,1,0.9,0.52
0,0,1,0,0,0,0.34,0.84
1,0,0,1,0,1,0.9,0.64
0,0,0,0,0,0,0.4,0.66
1,1,0,1,1,1,0.92,0.6
1,1,0,1,1,0,0.82,0.88
0,0,0,0,0,0,0.42,0.68
0,0,0,0,0,0,0.46,0.68
0,0,0,0,0,0,0.38,0.68
1,1,1,1,1,1,0.94,0.68
0,0,0,0,1,0,0.48,0.64
0,0,0,0,0,0,0.44,0.58
1,1,0,1,1,0,0.6,0.84
0,0,0,0,0,0,0.26,0.82
0,0,0,0,0,0,0.4,0.68
1,1,1,1,1,1,0.84,0.8
1,0,1,1,1,1,0.86,0.64
0,1,0,0,0,0,0.42,0.7
1,0,1,1,0,1,0.82,0.66
0,1,0,0,0,0,0.4,0.74
0,0,0,0,0,0,0.46,0.76
0,0,0,0,0,0,0.5,0.58
0,0,0,0,0,0,0.44,0.76
0,0,0,0,1,0,0.48,0.7
0,0,0,0,0,0,0.34,0.72
1,0,1,0,1,1,0.94,0.74
0,0,0,0,0,0,0.32,0.7
0,0,0,0,0,0,0.46,0.68
1,1,1,1,1,1,0.94,0.68
0,0,0,0,0,0,0.56,0.66
0,0,0,0,0,0,0.42,0.78
1,0,1,0,1,1,0.9,0.66
0,0,0,0,0,1,0.82,0.42
0,0,0,0,0,1,0.7,0.36
1,1,0,1,1,1,0.86,0.74
0,1,1,0,1,0,0.28,0.72
0,0,0,0,0,0,0.34,0.68
0,1,0,0,0,0,0.48,0.7
1,1,0,1,1,1,0.92,0.64
1,1,1,1,1,1,0.94,0.7
0,0,0,0,0,0,0.36,0.62
0,0,0,0,0,0,0.4,0.76
0,1,0,0,0,0,0.4,0.74
0,0,0,0,1,0,0.26,0.62
0,0,0,0,0,0,0.38,0.68
0,0,0,0,1,0,0.42,0.76
0,0,0,0,0,0,0.34,0.62
0,0,0,0,0,0,0.4,0.7
1,1,0,1,1,1,0.92,0.64
0,0,0,0,0,0,0.38,0.7
1,1,0,0,0,1,0.88,0.68
0,0,0,0,0,0,0.4,0.74
0,0,1,0,0,0,0.32,0.64
0,0,0,0,0,0,0.32,0.82
1,1,0,1,1,1,0.82,0.74
0,0,0,0,0,0,0.34,0.64
0,0,0,0,0,0,0.36,0.7
1,1,0,0,0,1,0.96,0.66
0,0,0,0,0,0,0.32,0.64
0,0,1,0,1,0,0.42,0.72
0,0,0,0,0,0,0.34,0.76
0,0,0,0,0,0,0.36,0.74
0,0,0,0,0,0,0.48,0.76
0,1,0,0,0,0,0.44,0.58
0,0,0,0,0,0,0.42,0.72
0,1,0,0,0,1,0.78,0.38
0,0,0,1,0,1,0.68,0.44
0,0,0,0,0,0,0.44,0.74
1,0,1,1,1,1,0.9,0.68
0,0,0,0,0,0,0.42,0.66
0,1,0,0,1,0,0.38,0.58
0,1,0,0,0,0,0.44,0.6
0,1,0,0,0,0,0.32,0.68
1,0,0,1,1,1,0.88,0.66
0,1,0,0,0,0,0.4,0.72
0,0,0,0,0,0,0.44,0.64
1,0,0,1,1,1,0.96,0.68
0,0,1,0,0,0,0.26,0.76
1,1,0,1,1,1,0.9,0.58
0,0,0,1,0,0,0.36,0.66
0,0,0,0,0,0,0.52,0.64
0,0,1,0,0,0,0.4,0.62
0,0,1,0,0,0,0.52,0.72
0,0,0,0,0,1,0.66,0.42
0,0,0,1,0,0,0.58,0.72
0,0,0,0,0,0,0.32,0.56
0,1,0,0,0,0,0.46,0.68
0,1,0,0,0,1,0.66,0.38
0,1,0,0,0,0,0.42,0.68
0,0,0,0,0,1,0.7,0.36
1,0,0,0,1,1,0.92,0.62
0,0,0,0,0,0,0.26,0.66
0,0,0,0,0,0,0.42,0.76
0,0,0,0,0,0,0.42,0.7
1,1,1,0,0,1,0.88,0.7
0,0,0,0,0,0,0.26,0.64
1,0,0,1,1,1,0.88,0.52
1,1,1,1,1,1,0.9,0.66
0,1,0,0,0,0,0.38,0.82
1,1,0,0,1,1,0.88,0.64
0,0,0,0,0,0,0.46,0.64
0,0,0,0,0,0,0.46,0.76
0,0,0,0,0,0,0.54,0.62
1,0,0,0,0,1,0.88,0.64
0,0,0,0,1,0,0.42,0.68
0,0,0,0,0,0,0.44,0.82
1,0,0,1,1,1,0.92,0.66
0,0,0,0,0,0,0.48,0.7
1,1,1,1,1,1,0.84,0.52
0,0,0,0,0,0,0.52,0.68
1,1,0,1,1,1,0.9,0.58
0,1,0,1,0,0,0.36,0.66
1,0,0,1,1,1,0.86,0.68
0,0,0,0,0,0,0.48,0.7
1,0,1,1,1,1,0.94,0.7
0,0,0,0,0,0,0.4,0.7
0,0,0,1,1,0,0.3,0.86
1,0,0,1,1,1,0.98,0.64
0,0,0,0,0,0,0.46,0.68
0,0,0,0,0,0,0.36,0.66
0,0,0,0,1,0,0.34,0.68
0,0,0,0,0,1,0.68,0.36
1,1,1,1,1,1,0.88,0.68
0,1,0,0,0,0,0.44,0.78
0,0,0,0,0,0,0.42,0.74
1,0,1,1,1,1,0.8,0.64
0,0,0,0,0,0,0.44,0.7
0,0,0,0,0,0,0.3,0.68
1,1,0,1,0,1,0.92,0.54
0,0,0,0,0,0,0.44,0.7
1,1,1,1,1,1,0.92,0.7
0,0,0,0,0,0,0.3,0.76
1,0,1,1,1,1,0.94,0.66
0,0,0,0,1,0,0.36,0.72
1,0,0,1,1,1,0.98,0.68
1,1,1,1,1,1,0.86,0.6
1,0,0,1,1,1,0.92,0.74
0,0,1,0,0,0,0.34,0.7
0,0,0,0,0,0,0.32,0.7
0,0,0,0,0,0,0.3,0.7
0,0,0,0,0,1,0.72,0.36
0,0,1,0,0,0,0.26,0.64
0,1,0,0,0,0,0.44,0.66
1,0,0,1,0,1,0.94,0.62
0,0,0,0,1,0,0.42,0.7
0,0,0,0,0,0,0.44,0.58
0,0,0,0,1,0,0.44,0.7
0,0,0,1,0,1,0.7,0.42
0,0,1,0,0,0,0.34,0.68
